unit_nr,time_cycles,setting_1,setting_2,setting_3,s_2,s_3,s_4,s_7,s_11
4,28,0.0017,0.0005,100.0,641.9,1588.58,1402.84,553.31,47.285
4,29,-0.0014,0.0001,100.0,641.27,1587.59,1401.05,553.33,47.2
4,30,-0.0058,0.0,100.0,641.73,1588.54,1400.99,553.09,47.021
4,31,0.001,0.0002,100.0,642.13,1589.03,1402.75,552.77,47.272
4,32,-0.0024,0.0005,100.0,641.18,1588.49,1401.5,553.34,47.32
4,33,-0.004,0.0002,100.0,642.0,1587.46,1402.83,553.44,47.155
4,34,-0.0057,0.0002,100.0,641.98,1587.89,1403.14,553.36,47.374
4,35,0.0016,0.0,100.0,641.98,1589.32,1403.14,553.31,47.041
4,36,0.0003,-0.0,100.0,642.46,1588.53,1403.66,553.35,47.068
4,37,-0.0005,-0.0001,100.0,642.17,1588.78,1403.76,553.63,47.271
4,38,0.0028,-0.0002,100.0,642.71,1589.3,1403.2,553.25,47.265
4,39,0.0013,-0.0001,100.0,641.63,1589.36,1402.74,553.11,47.182
4,40,0.0032,-0.0003,100.0,642.16,1589.21,1403.59,553.18,47.372
4,41,-0.0028,-0.0,100.0,642.17,1589.01,1402.71,553.42,47.346
4,42,-0.0001,-0.0003,100.0,641.67,1589.04,1401.92,553.65,47.392
4,43,-0.0032,0.0,100.0,642.61,1589.89,1403.66,553.02,47.281
4,44,-0.0005,-0.0,100.0,643.26,1589.8,1404.65,553.22,47.375
4,45,-0.0005,0.0,100.0,642.23,1589.37,1403.96,553.28,47.256
4,46,0.0013,-0.0001,100.0,642.49,1590.35,1403.68,552.86,47.563
4,47,0.0001,0.0006,100.0,642.33,1589.66,1403.37,553.14,47.226
4,48,0.0012,0.0003,100.0,642.0,1589.28,1403.08,552.68,47.583
4,49,0.0014,-0.0002,100.0,641.53,1589.44,1403.32,552.57,47.341
4,50,0.0043,0.0,100.0,642.06,1589.38,1403.55,553.19,47.179
4,51,-0.0006,-0.0001,100.0,641.78,1589.96,1403.11,552.95,47.515
4,52,-0.0019,-0.0002,100.0,643.2,1591.09,1405.17,553.11,47.373
4,53,0.0005,-0.0003,100.0,642.41,1589.79,1404.81,553.02,47.467
4,54,-0.0016,0.0001,100.0,642.33,1590.58,1403.72,552.72,47.518
4,55,0.003,-0.0001,100.0,642.91,1590.09,1405.6,552.98,47.419
4,56,-0.0006,0.0002,100.0,642.04,1590.47,1403.87,552.6,47.314
4,57,-0.0011,0.0002,100.0,642.22,1589.67,1403.98,553.37,47.509
4,58,-0.0009,0.0003,100.0,642.63,1590.69,1405.93,552.53,47.399
4,59,0.0014,-0.0002,100.0,643.09,1590.81,1404.83,552.86,47.488
4,60,-0.0003,0.0001,100.0,642.88,1591.45,1404.93,552.59,47.154
4,61,-0.0013,0.0001,100.0,642.79,1591.32,1404.41,553.05,47.473
4,62,0.0033,-0.0001,100.0,642.74,1590.37,1405.47,552.76,47.35
4,63,-0.0017,-0.0002,100.0,642.91,1592.17,1406.12,552.69,47.632
4,64,0.0001,0.0003,100.0,642.85,1591.62,1406.07,553.08,47.515
4,65,0.0013,0.0,100.0,642.33,1591.71,1405.16,552.82,47.476
4,66,-0.0033,0.0001,100.0,642.84,1591.65,1405.2,552.94,47.512
4,67,0.001,-0.0002,100.0,642.36,1591.36,1404.49,552.48,47.341
4,68,-0.0021,-0.0002,100.0,642.91,1592.03,1404.65,552.33,47.663
4,69,0.0016,-0.0001,100.0,642.68,1592.33,1406.22,552.77,47.714
4,70,-0.0019,-0.0,100.0,644.07,1590.69,1407.42,552.62,47.529
4,71,0.0014,-0.0002,100.0,642.94,1591.74,1405.4,552.89,47.679
4,72,0.0022,-0.0,100.0,642.35,1592.06,1405.53,552.65,47.427
4,73,0.0017,-0.0003,100.0,642.95,1592.57,1405.26,552.72,47.407
4,74,0.0005,-0.0002,100.0,643.27,1593.43,1406.44,552.16,47.514
4,75,-0.0005,0.0001,100.0,643.82,1591.94,1406.96,553.19,47.568
4,76,-0.0012,0.0001,100.0,642.83,1592.26,1406.02,552.56,47.476
4,77,0.0029,-0.0001,100.0,642.41,1592.35,1405.12,552.8,47.594
4,78,-0.0014,-0.0002,100.0,643.51,1592.21,1406.01,552.32,47.573
4,79,-0.0021,-0.0002,100.0,642.55,1592.68,1405.47,552.64,47.424
4,80,0.0013,-0.0001,100.0,643.01,1593.72,1406.64,552.14,47.613
4,81,-0.0016,0.0001,100.0,643.11,1592.28,1406.28,552.65,47.661
4,82,-0.0019,0.0002,100.0,643.23,1593.64,1406.89,552.39,47.585
4,83,-0.0029,-0.0001,100.0,643.59,1591.92,1406.53,552.49,47.709
4,84,-0.001,-0.0002,100.0,643.0,1592.99,1406.25,552.67,47.432
4,85,-0.0002,0.0001,100.0,643.22,1593.29,1406.3,552.07,47.641
4,86,0.0005,-0.0002,100.0,643.36,1595.14,1407.23,552.22,47.451
4,87,0.0019,-0.0001,100.0,643.46,1593.54,1407.05,552.54,47.465
4,88,0.0011,0.0003,100.0,643.47,1591.93,1407.44,553.01,47.53
4,89,-0.0004,0.0002,100.0,643.65,1592.2,1407.93,552.33,47.499
4,90,-0.0004,0.0,100.0,643.86,1594.11,1408.07,552.53,47.554
4,91,0.001,-0.0003,100.0,643.68,1594.74,1407.65,552.3,47.6
4,92,0.0025,0.0,100.0,643.74,1594.62,1407.14,552.89,47.733
4,93,0.0003,0.0002,100.0,642.85,1594.54,1406.43,551.77,47.601
4,94,-0.0009,-0.0001,100.0,643.61,1595.55,1407.27,552.3,47.457
4,95,-0.002,0.0003,100.0,643.83,1594.09,1407.71,551.77,47.79
4,96,-0.0029,0.0003,100.0,643.97,1595.52,1407.93,551.49,47.56
4,97,0.0013,0.0003,100.0,643.36,1593.26,1406.82,552.31,47.66
4,98,0.0012,0.0001,100.0,643.4,1594.04,1406.43,552.24,47.728
4,99,0.0012,0.0001,100.0,643.47,1593.28,1407.21,552.1,47.705
4,100,-0.0003,0.0003,100.0,643.99,1594.83,1408.41,552.13,47.819
4,101,0.0028,0.0001,100.0,644.25,1595.15,1408.05,553.08,47.752
4,102,-0.001,-0.0001,100.0,643.62,1595.4,1407.89,552.05,47.598
4,103,0.0019,-0.0001,100.0,644.24,1595.45,1409.74,552.26,47.97
4,104,-0.0001,0.0,100.0,643.92,1594.59,1408.89,551.9,47.739
4,105,-0.0012,-0.0003,100.0,643.83,1595.41,1409.12,552.16,47.705
4,106,0.0012,-0.0,100.0,643.82,1594.22,1408.52,551.98,47.845
4,107,0.0008,0.0002,100.0,644.28,1597.15,1409.59,551.91,47.766
4,108,0.0007,-0.0004,100.0,644.12,1595.6,1408.46,552.56,47.791
4,109,0.0002,0.0003,100.0,645.02,1595.51,1409.81,552.35,48.049
4,110,-0.0001,0.0002,100.0,643.64,1597.7,1406.87,552.02,47.724
4,111,0.0048,-0.0001,100.0,644.29,1594.95,1409.78,551.27,47.726
4,112,0.0024,0.0001,100.0,643.84,1595.16,1409.37,551.84,47.785
4,113,0.0014,0.0,100.0,643.72,1595.28,1408.2,552.74,47.906
4,114,0.0002,0.0002,100.0,644.13,1596.43,1408.96,551.84,47.604
4,115,0.002,0.0002,100.0,644.23,1597.05,1408.89,552.22,47.555
4,116,0.001,-0.0003,100.0,645.51,1597.47,1411.29,552.3,47.728
4,117,0.0001,0.0001,100.0,644.14,1599.49,1409.79,551.92,47.609
4,118,-0.0006,-0.0,100.0,643.74,1594.55,1407.84,551.58,47.761
4,119,-0.0002,0.0,100.0,644.4,1597.65,1409.88,551.09,47.879
4,120,-0.0063,-0.0001,100.0,643.37,1596.52,1408.13,552.0,47.719
4,121,0.0004,0.0003,100.0,644.29,1596.59,1409.66,551.54,47.661
4,122,-0.001,0.0002,100.0,644.37,1596.65,1409.98,551.81,47.848
4,123,0.0032,-0.0001,100.0,644.74,1596.43,1410.22,551.37,47.95
4,124,0.0,-0.0003,100.0,644.85,1599.34,1410.46,551.65,47.65
4,125,-0.0024,-0.0001,100.0,644.21,1598.53,1409.55,551.72,47.959
4,126,-0.0001,0.0001,100.0,644.4,1597.74,1410.45,551.77,47.965
4,127,-0.0021,0.0,100.0,644.15,1599.3,1409.86,551.34,47.988
4,128,0.0009,0.0003,100.0,644.02,1596.25,1409.62,552.01,48.027
4,129,0.0006,0.0002,100.0,644.69,1596.54,1409.86,551.45,48.152
4,130,0.0019,0.0002,100.0,644.0,1595.69,1409.38,551.11,47.852
4,131,-0.0016,0.0001,100.0,644.42,1597.44,1410.65,551.56,47.915
4,132,0.0001,-0.0003,100.0,644.19,1598.5,1409.93,551.59,47.858
4,133,-0.0027,-0.0,100.0,644.91,1598.54,1411.29,551.61,47.915
4,134,0.0014,0.0002,100.0,645.5,1598.69,1412.72,551.95,48.106
4,135,0.001,-0.0,100.0,644.13,1597.01,1410.47,551.45,47.767
4,136,0.001,0.0001,100.0,643.91,1599.65,1409.74,551.47,47.832
4,137,0.0,-0.0001,100.0,644.71,1599.1,1410.59,551.16,48.108
4,138,0.0008,-0.0002,100.0,644.81,1599.78,1409.75,551.71,48.072
4,139,0.0032,-0.0,100.0,644.92,1596.82,1411.14,551.5,47.913
4,140,-0.0006,0.0001,100.0,644.65,1599.49,1410.73,551.31,48.066
4,141,0.0003,-0.0001,100.0,644.79,1597.83,1411.32,550.84,48.011
4,142,-0.0022,-0.0,100.0,645.07,1598.86,1411.48,551.83,48.157
4,143,-0.0017,-0.0002,100.0,645.4,1600.07,1411.9,551.01,47.993
4,144,0.0002,0.0002,100.0,644.08,1599.64,1409.37,551.18,48.114
4,145,0.0022,-0.0001,100.0,644.82,1598.61,1410.86,551.45,48.315
4,146,-0.0005,0.0003,100.0,645.11,1599.74,1412.02,550.96,48.076
4,147,-0.0005,0.0003,100.0,644.63,1597.98,1412.01,550.85,48.017
4,148,-0.0008,-0.0,100.0,645.85,1601.33,1412.85,550.65,48.105
4,149,-0.0011,-0.0002,100.0,644.81,1599.79,1411.65,551.48,47.981
4,150,0.0006,-0.0004,100.0,645.11,1601.51,1412.42,551.08,48.319
4,151,-0.003,-0.0003,100.0,645.41,1599.59,1412.0,552.11,48.061
4,152,0.0026,-0.0003,100.0,644.92,1599.69,1411.95,550.91,48.013
4,153,-0.0013,0.0003,100.0,644.38,1599.49,1410.68,550.92,47.952
4,154,0.0014,0.0,100.0,645.05,1601.63,1412.46,551.0,48.191
4,155,-0.0025,0.0001,100.0,645.73,1599.75,1413.1,551.23,48.171
4,156,0.0013,-0.0004,100.0,645.14,1601.55,1412.39,551.0,48.014
4,157,0.0013,-0.0002,100.0,644.94,1600.36,1411.61,551.3,48.149
4,158,0.0008,0.0002,100.0,645.77,1598.44,1413.55,550.81,47.906
4,159,-0.002,0.0001,100.0,645.23,1600.32,1413.53,550.67,48.116
4,160,0.0005,-0.0,100.0,645.17,1599.64,1411.94,550.52,48.155
4,161,-0.0024,0.0001,100.0,645.5,1601.29,1412.78,550.38,48.313
4,162,-0.0005,0.0003,100.0,645.81,1599.81,1413.54,550.87,48.022
4,163,0.0021,-0.0,100.0,646.56,1602.65,1414.91,550.92,47.968
4,164,0.0016,0.0,100.0,645.89,1601.43,1413.34,550.8,48.021
4,165,0.0,0.0,100.0,646.06,1601.42,1412.48,551.35,47.975
4,166,-0.0019,0.0005,100.0,645.34,1602.61,1413.61,551.32,48.303
4,167,0.0013,-0.0004,100.0,645.13,1603.12,1413.06,550.84,48.335
4,168,0.0,0.0001,100.0,645.65,1601.93,1412.57,550.38,48.194
4,169,-0.0046,-0.0,100.0,645.7,1601.03,1413.25,550.73,48.309
4,170,0.0016,0.0001,100.0,645.19,1599.79,1413.67,550.7,48.186
4,171,-0.0,-0.0001,100.0,645.63,1601.34,1414.27,550.67,48.165
4,172,0.0024,-0.0,100.0,645.91,1601.53,1414.44,550.63,48.144
4,173,-0.0022,0.0001,100.0,645.92,1602.6,1413.94,550.63,48.153
4,174,-0.0064,0.0006,100.0,646.02,1602.09,1414.25,550.69,48.012
4,175,0.0006,0.0002,100.0,645.95,1603.6,1414.09,550.6,48.236
4,176,0.0006,-0.0002,100.0,645.62,1601.92,1414.3,550.83,48.206
4,177,-0.0034,-0.0001,100.0,645.64,1602.78,1413.37,550.86,48.307
4,178,-0.002,-0.0001,100.0,645.36,1604.6,1413.05,550.46,48.236
4,179,0.0055,-0.0004,100.0,646.73,1603.54,1415.92,551.1,48.212
4,180,-0.0006,-0.0001,100.0,645.96,1603.08,1414.35,550.4,48.134
4,181,0.0015,0.0001,100.0,645.88,1602.43,1414.99,550.19,48.254
4,182,-0.0013,-0.0003,100.0,645.59,1602.48,1413.6,550.77,48.341
4,183,-0.0042,0.0002,100.0,647.36,1602.27,1416.43,550.4,48.122
4,184,-0.0003,0.0001,100.0,645.58,1602.8,1413.55,550.72,48.277
4,185,-0.0005,-0.0001,100.0,645.9,1604.74,1414.5,549.88,48.301
4,186,-0.0008,-0.0,100.0,646.31,1603.45,1414.37,551.0,48.251
4,187,-0.0002,0.0003,100.0,646.42,1601.94,1415.06,550.77,48.357
4,188,0.0005,0.0001,100.0,646.61,1606.51,1414.9,550.1,48.544
4,189,-0.0003,0.0,100.0,647.02,1604.53,1416.58,550.09,48.47
4,190,-0.0025,-0.0,100.0,646.46,1602.14,1415.85,551.02,48.737
4,191,0.001,0.0,100.0,645.78,1603.63,1413.71,550.27,48.677
4,192,-0.0039,-0.0001,100.0,646.17,1604.54,1415.83,550.23,49.002
4,193,-0.0041,-0.0004,100.0,646.45,1606.97,1416.85,549.78,49.244
4,194,0.0015,0.0004,100.0,647.27,1602.95,1416.81,550.34,48.95
4,195,0.001,0.0,100.0,645.74,1606.12,1414.37,550.35,49.207
4,196,-0.0001,0.0001,100.0,646.94,1606.85,1417.82,550.62,49.145
4,197,-0.0028,-0.0,100.0,646.5,1603.95,1415.17,549.97,49.446
4,198,-0.0014,-0.0001,100.0,646.83,1604.57,1416.35,549.91,49.259
4,199,-0.0005,-0.0,100.0,646.43,1603.53,1415.91,550.48,49.558
4,200,-0.0032,-0.0003,100.0,646.13,1604.88,1416.11,550.63,49.485
4,201,-0.0015,0.0005,100.0,646.87,1605.23,1416.7,549.84,49.655
4,202,0.0013,-0.0002,100.0,646.85,1606.38,1416.28,550.62,49.645
4,203,0.0029,-0.0002,100.0,647.02,1607.14,1416.33,550.29,49.957
4,204,-0.0008,-0.0001,100.0,646.61,1604.45,1416.11,550.58,49.847
4,205,0.0015,0.0003,100.0,646.37,1602.68,1415.48,550.22,50.103
4,206,-0.0038,0.0,100.0,645.97,1605.76,1415.49,549.46,50.085
4,207,0.0013,-0.0002,100.0,647.07,1606.34,1416.76,550.16,50.202
4,208,-0.0016,0.0003,100.0,646.92,1606.38,1416.13,550.5,50.323
4,209,0.0006,0.0001,100.0,646.32,1605.59,1416.7,549.9,50.304
4,210,-0.0005,0.0001,100.0,646.54,1606.39,1416.18,550.03,50.51
4,211,0.0026,0.0001,100.0,646.6,1608.66,1415.92,550.08,50.757
4,212,-0.0017,0.0005,100.0,646.17,1606.99,1415.91,549.24,50.57
4,213,0.0013,0.0004,100.0,646.49,1605.91,1416.51,550.59,50.893
4,214,-0.0006,-0.0001,100.0,646.38,1605.81,1415.49,549.8,51.022
4,215,-0.0003,0.0003,100.0,646.73,1606.43,1417.06,550.21,50.834
4,216,-0.0004,0.0001,100.0,646.61,1609.4,1416.25,550.01,50.846
4,217,-0.0017,0.0001,100.0,646.24,1606.61,1417.15,550.4,51.147
4,218,-0.0,-0.0003,100.0,647.91,1606.97,1418.94,550.12,51.134
5,1,0.0037,0.0001,100.0,640.42,1584.89,1399.11,553.87,46.924
5,2,0.0001,0.0003,100.0,641.48,1584.55,1400.97,553.69,47.033
5,3,-0.0016,-0.0001,100.0,641.47,1586.16,1399.86,553.66,47.057
5,4,-0.0023,-0.0,100.0,640.75,1585.01,1398.69,553.26,46.926
5,5,0.0022,0.0003,100.0,640.85,1585.74,1400.25,554.27,47.002
5,6,-0.0011,0.0001,100.0,641.02,1586.26,1400.62,553.64,47.033
5,7,0.0001,0.0001,100.0,640.26,1586.19,1400.4,554.17,47.26
5,8,0.0019,-0.0002,100.0,641.46,1586.11,1401.19,554.11,46.828
5,9,-0.001,0.0001,100.0,641.23,1585.48,1401.25,553.38,47.232
5,10,-0.0001,-0.0002,100.0,641.82,1586.03,1401.63,553.42,46.984
5,11,-0.0,-0.0002,100.0,640.93,1586.65,1400.69,554.48,46.942
5,12,0.0014,-0.0001,100.0,641.19,1586.32,1401.8,554.22,47.258
5,13,0.0012,-0.0001,100.0,640.83,1586.95,1399.45,553.66,47.214
5,14,-0.0004,-0.0,100.0,641.09,1587.33,1401.15,553.72,47.286
5,15,0.0001,-0.0003,100.0,641.05,1587.63,1402.01,553.42,47.241
5,16,-0.0007,0.0002,100.0,642.07,1586.63,1402.57,553.72,47.402
5,17,-0.003,0.0002,100.0,641.34,1588.58,1402.29,553.35,47.232
5,18,0.0005,-0.0004,100.0,641.75,1587.97,1401.78,552.93,47.155
5,19,0.0038,0.0002,100.0,641.56,1587.7,1401.87,553.11,47.225
5,20,-0.0018,-0.0002,100.0,641.2,1588.44,1401.46,553.49,47.343
5,21,-0.0015,0.0002,100.0,641.74,1589.31,1401.15,553.12,47.11
5,22,-0.0017,-0.0,100.0,642.12,1587.3,1402.26,553.41,47.135
5,23,0.0014,0.0,100.0,641.35,1588.13,1401.28,553.08,47.186
5,24,0.0009,-0.0,100.0,642.29,1587.01,1403.61,553.15,46.98
5,25,-0.0003,0.0002,100.0,641.59,1588.66,1402.71,553.61,47.259
5,26,-0.0018,-0.0002,100.0,641.79,1588.91,1402.78,553.4,47.025
5,27,0.0002,0.0001,100.0,642.28,1588.81,1403.77,553.3,47.268
5,28,-0.0031,0.0002,100.0,641.79,1588.57,1402.65,553.54,47.375
5,29,0.0003,0.0001,100.0,642.14,1587.84,1403.88,553.4,47.223
5,30,0.0017,0.0005,100.0,642.02,1589.49,1403.17,553.66,47.492
5,31,-0.0025,-0.0001,100.0,642.26,1590.33,1403.59,553.06,47.125
5,32,-0.0031,0.0002,100.0,641.17,1589.16,1401.96,553.05,47.453
5,33,0.0032,-0.0,100.0,641.45,1589.97,1402.89,552.76,47.4
5,34,-0.0012,0.0002,100.0,642.59,1588.79,1403.99,552.99,47.123
5,35,0.0023,-0.0,100.0,642.82,1590.27,1405.07,553.39,47.664
5,36,-0.0003,-0.0001,100.0,641.98,1589.84,1402.9,553.46,47.341
5,37,-0.0003,0.0003,100.0,642.32,1589.73,1403.45,553.33,47.253
5,38,0.0009,-0.0001,100.0,642.6,1589.87,1404.79,552.48,47.199
5,39,-0.0018,-0.0003,100.0,642.82,1590.26,1404.77,553.32,47.351
5,40,0.0003,-0.0001,100.0,641.64,1590.95,1402.99,552.42,47.372
5,41,-0.0008,0.0001,100.0,642.19,1589.88,1404.49,553.21,47.409
5,42,-0.0026,0.0003,100.0,642.48,1590.67,1404.21,552.81,47.371
5,43,0.0007,0.0,100.0,642.98,1591.07,1405.17,553.1,47.492
5,44,-0.0005,0.0003,100.0,643.83,1590.43,1407.22,552.46,47.379
5,45,-0.0003,-0.0003,100.0,642.64,1592.73,1405.68,553.19,47.203
5,46,-0.0024,-0.0001,100.0,642.15,1590.88,1405.07,552.37,47.427
5,47,0.0032,-0.0001,100.0,643.0,1591.16,1405.39,552.59,47.171
5,48,0.0018,-0.0,100.0,643.45,1591.06,1406.83,552.46,47.507
5,49,0.0019,0.0,100.0,642.95,1593.36,1405.1,552.21,47.357
5,50,-0.0006,0.0001,100.0,642.53,1592.53,1404.59,552.74,47.503
5,51,-0.0035,-0.0001,100.0,643.41,1591.49,1405.16,553.23,47.651
5,52,0.0039,0.0,100.0,643.31,1593.27,1407.09,553.46,47.389
5,53,-0.0001,-0.0,100.0,642.59,1592.69,1404.87,552.66,47.64
5,54,-0.0015,-0.0002,100.0,643.26,1592.87,1406.24,552.94,47.471
5,55,0.0008,-0.0,100.0,643.58,1592.52,1406.35,552.65,47.743
5,56,0.0023,-0.0,100.0,643.7,1592.32,1407.38,552.7,47.498
5,57,-0.0,-0.0,100.0,643.18,1593.37,1406.17,552.43,47.451
5,58,0.0026,0.0,100.0,643.08,1592.77,1405.63,552.56,47.644
5,59,0.0022,0.0,100.0,643.84,1594.93,1407.62,552.64,47.519
5,60,-0.0022,-0.0001,100.0,642.78,1592.42,1405.26,552.28,47.48
5,61,-0.0013,0.0003,100.0,643.56,1595.0,1406.71,552.4,47.533
5,62,0.0019,-0.0002,100.0,642.78,1593.7,1405.04,552.38,47.595
5,63,-0.0054,-0.0001,100.0,643.92,1594.21,1407.03,552.62,47.771
5,64,-0.0003,0.0006,100.0,643.36,1594.83,1407.11,552.03,47.387
5,65,-0.0029,-0.0002,100.0,644.09,1593.66,1407.12,552.31,47.632
5,66,-0.001,-0.0003,100.0,643.78,1595.16,1406.98,552.87,47.714
5,67,-0.0006,0.0001,100.0,643.04,1592.02,1406.75,552.62,47.672
5,68,-0.0007,-0.0004,100.0,644.27,1593.98,1408.25,552.65,47.815
5,69,-0.0011,-0.0,100.0,644.37,1593.93,1409.72,552.23,47.659
5,70,-0.0022,0.0004,100.0,644.11,1593.75,1409.34,552.29,47.655
5,71,0.0046,-0.0003,100.0,643.41,1594.87,1407.06,552.47,47.758
5,72,0.0037,-0.0004,100.0,643.65,1595.59,1408.17,552.61,47.709
5,73,-0.0023,-0.0003,100.0,643.89,1596.04,1408.66,551.53,47.66
5,74,0.0032,0.0002,100.0,643.55,1595.74,1407.57,551.7,47.778
5,75,-0.0008,0.0002,100.0,644.66,1594.99,1408.73,552.46,47.648
5,76,0.0003,-0.0001,100.0,644.01,1596.15,1408.62,551.96,47.662
5,77,-0.0001,0.0001,100.0,642.76,1596.05,1406.85,551.81,47.682
5,78,-0.0013,0.0003,100.0,644.17,1597.01,1408.75,551.61,47.917
5,79,0.002,0.0004,100.0,643.9,1597.0,1408.87,551.79,47.378
5,80,0.0003,-0.0,100.0,644.06,1596.39,1408.55,551.51,47.822
5,81,-0.001,-0.0005,100.0,643.97,1595.58,1408.29,552.54,47.788
5,82,-0.0026,-0.0002,100.0,644.54,1595.96,1409.77,551.88,47.592
5,83,-0.0018,-0.0001,100.0,644.72,1596.21,1410.22,551.84,47.84
5,84,-0.0033,-0.0001,100.0,644.38,1596.59,1409.02,552.01,47.87
5,85,0.0,-0.0,100.0,644.14,1597.35,1409.8,552.1,47.893
5,86,-0.0024,0.0002,100.0,644.31,1597.97,1408.74,552.06,47.514
5,87,-0.0005,0.0003,100.0,644.38,1597.29,1409.49,552.08,48.006
5,88,0.0027,-0.0,100.0,644.05,1597.51,1409.25,551.54,47.763
5,89,0.0024,0.0002,100.0,644.71,1597.79,1410.04,551.61,47.944
5,90,-0.0001,0.0001,100.0,644.69,1597.21,1410.11,551.91,47.96
5,91,-0.0002,0.0,100.0,645.22,1596.89,1412.13,551.49,47.775
5,92,0.0038,0.0002,100.0,645.13,1596.11,1410.7,551.62,47.97
5,93,0.001,0.0,100.0,644.29,1597.42,1411.23,551.72,47.854
5,94,-0.0007,0.0004,100.0,645.01,1598.88,1411.29,551.81,47.661
5,95,-0.0029,-0.0003,100.0,644.25,1597.69,1410.11,551.02,48.059
5,96,0.0008,-0.0001,100.0,645.03,1598.35,1411.45,551.74,47.836
5,97,0.0017,-0.0,100.0,644.52,1599.3,1411.83,551.43,47.836
5,98,-0.0013,0.0001,100.0,644.33,1599.51,1409.86,551.68,47.9
5,99,0.0006,0.0003,100.0,644.96,1597.79,1410.73,551.68,47.991
5,100,-0.0007,-0.0,100.0,643.67,1600.36,1409.17,551.9,47.961
5,101,-0.0004,-0.0003,100.0,644.12,1600.67,1410.25,551.8,48.043
5,102,-0.005,0.0002,100.0,644.87,1598.13,1410.48,551.77,47.826
5,103,-0.0004,0.0002,100.0,645.02,1598.63,1411.62,551.78,47.908
5,104,0.0019,-0.0004,100.0,644.86,1601.2,1412.29,551.4,47.993
5,105,-0.0013,-0.0,100.0,644.35,1599.73,1410.86,551.3,48.244
5,106,0.0001,-0.0003,100.0,644.74,1597.34,1411.24,551.53,48.012
5,107,-0.0015,-0.0001,100.0,645.32,1598.47,1411.95,551.46,48.166
5,108,0.0007,-0.0002,100.0,645.44,1600.02,1412.94,551.12,48.05
5,109,-0.0004,0.0002,100.0,645.21,1599.02,1411.81,551.31,47.997
5,110,-0.0019,0.0,100.0,645.78,1600.1,1414.0,551.15,48.035
5,111,0.0027,-0.0003,100.0,645.48,1600.8,1413.68,550.88,48.054
5,112,0.0019,0.0002,100.0,645.0,1602.75,1412.23,551.5,48.156
5,113,-0.0012,-0.0003,100.0,645.25,1600.67,1412.51,551.1,48.259
5,114,0.001,0.0001,100.0,644.78,1602.56,1412.43,551.67,48.146
5,115,0.0011,-0.0002,100.0,645.4,1603.17,1413.38,550.54,48.255
5,116,0.0013,-0.0001,100.0,645.99,1603.33,1413.32,550.84,48.007
5,117,-0.0034,0.0001,100.0,645.84,1601.98,1413.31,550.99,48.083
5,118,0.002,0.0001,100.0,646.2,1599.17,1413.47,551.3,48.055
5,119,-0.0011,0.0003,100.0,645.47,1602.5,1413.37,551.05,48.189
5,120,-0.0007,-0.0,100.0,646.25,1603.43,1414.65,551.0,48.118
5,121,0.0053,0.0001,100.0,645.6,1602.07,1412.79,550.54,48.259
5,122,0.0006,-0.0001,100.0,646.38,1604.66,1414.39,550.5,48.069
5,123,-0.0008,0.0,100.0,645.75,1603.62,1413.12,550.92,48.195
5,124,-0.0044,0.0001,100.0,646.12,1603.37,1413.92,550.39,48.282
5,125,0.0028,-0.0,100.0,646.5,1604.23,1415.23,550.61,47.962
5,126,-0.0027,-0.0004,100.0,645.79,1603.34,1413.66,550.9,48.474
5,127,-0.002,0.0001,100.0,646.01,1599.58,1414.24,550.43,48.195
5,128,-0.0007,0.0001,100.0,646.53,1602.47,1414.36,551.18,47.996
5,129,0.0028,-0.0001,100.0,645.93,1604.98,1414.49,551.04,48.267
5,130,0.0015,-0.0003,100.0,645.44,1602.32,1413.74,550.17,48.262
5,131,-0.0003,0.0003,100.0,647.04,1603.28,1415.7,550.34,48.258
5,132,0.0006,0.0001,100.0,645.9,1602.25,1414.43,549.91,48.425
5,133,-0.0012,-0.0,100.0,646.22,1606.43,1415.12,550.33,48.522
5,134,0.0003,-0.0002,100.0,646.71,1606.44,1415.37,550.77,48.594
5,135,0.0001,-0.0002,100.0,645.95,1602.88,1414.03,550.39,48.738
5,136,0.0019,0.0003,100.0,645.81,1604.52,1415.53,550.63,48.797
5,137,0.0019,0.0,100.0,646.42,1603.45,1415.23,550.01,49.149
5,138,0.001,-0.0001,100.0,645.54,1605.49,1414.32,550.68,48.884
5,139,-0.0007,0.0001,100.0,646.25,1605.48,1415.93,550.25,49.204
5,140,0.0015,-0.0002,100.0,646.53,1606.08,1417.64,550.39,49.321
5,141,-0.0002,0.0003,100.0,646.34,1605.51,1415.04,550.33,49.536
5,142,-0.0022,0.0003,100.0,645.8,1609.56,1415.19,549.95,49.463
5,143,-0.0008,-0.0001,100.0,647.25,1603.75,1416.7,549.96,49.481
5,144,0.0002,-0.0001,100.0,646.62,1602.85,1415.96,550.57,49.835
5,145,0.0018,-0.0005,100.0,647.26,1604.98,1416.82,550.38,49.976
5,146,-0.0004,-0.0003,100.0,646.53,1603.32,1415.66,550.55,50.246
5,147,-0.0024,-0.0003,100.0,646.29,1603.57,1415.92,550.3,50.041
5,148,0.0001,0.0,100.0,646.85,1604.46,1416.05,550.22,50.458
5,149,0.0002,-0.0001,100.0,646.67,1604.72,1417.06,549.64,50.729
5,150,0.0004,-0.0003,100.0,646.28,1604.8,1416.13,550.05,50.526
5,151,0.0018,-0.0001,100.0,647.51,1607.25,1418.09,550.1,50.542
