unit_nr,time_cycles,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
3,81,-0.002,0.0006,100.0,518.67,641.93,1590.07,1411.05,14.62,21.6,550.88,2388.02,9051.8,1.3,47.78,517.71,2388.1,8120.63,8.569,0.03,395,2388,100.0,38.48,23.0535
3,82,0.0021,0.0006,100.0,518.67,641.93,1597.01,1404.56,14.62,21.6,549.62,2388.16,9061.48,1.3,47.64,518.2,2388.15,8118.56,8.497,0.03,394,2388,100.0,38.45,23.031
3,83,0.002,-0.0004,100.0,518.67,641.62,1591.55,1406.05,14.62,21.6,549.95,2388.21,9059.2,1.3,47.75,518.13,2388.06,8112.31,8.527,0.03,394,2388,100.0,38.53,23.0568
3,84,-0.0009,0.0006,100.0,518.67,641.34,1592.83,1406.15,14.62,21.6,550.06,2388.1,9064.89,1.3,47.85,517.95,2388.1,8125.2,8.533,0.03,396,2388,100.0,38.45,23.0466
3,85,-0.0011,-0.0001,100.0,518.67,641.03,1591.91,1405.17,14.62,21.6,550.65,2388.09,9057.74,1.3,47.87,516.97,2388.02,8140.35,8.553,0.03,393,2388,100.0,38.51,23.0916
3,86,-0.0041,0.0002,100.0,518.67,641.94,1589.83,1413.66,14.62,21.6,550.22,2388.12,9052.79,1.3,47.68,517.92,2388.08,8110.84,8.558,0.03,394,2388,100.0,38.44,23.1026
3,87,0.003,-0.0008,100.0,518.67,641.84,1586.55,1410.75,14.62,21.6,550.49,2388.12,9045.71,1.3,47.63,517.8,2388.15,8123.23,8.552,0.03,393,2388,100.0,38.49,23.0315
3,88,0.0004,0.0003,100.0,518.67,641.43,1588.86,1409.59,14.62,21.6,549.55,2388.25,9076.85,1.3,47.68,517.41,2388.06,8136.56,8.481,0.03,394,2388,100.0,38.58,23.0236
3,89,-0.0005,-0.0005,100.0,518.67,641.84,1591.76,1409.2,14.62,21.6,549.85,2388.17,9060.71,1.3,47.74,517.63,2388.16,8145.58,8.53,0.03,395,2388,100.0,38.49,23.1166
3,90,0.0012,-0.0006,100.0,518.67,642.08,1591.44,1408.84,14.62,21.6,549.77,2388.16,9056.33,1.3,47.87,517.42,2388.08,8126.44,8.534,0.03,394,2388,100.0,38.48,22.9972
3,91,-0.0032,0.0002,100.0,518.67,642.13,1588.02,1415.51,14.62,21.6,549.93,2388.13,9050.11,1.3,47.84,517.05,2388.06,8149.53,8.471,0.03,393,2388,100.0,38.44,23.0605
3,92,0.001,-0.0001,100.0,518.67,642.4,1590.48,1408.33,14.62,21.6,549.96,2388.18,9070.94,1.3,47.52,517.28,2388.13,8144.75,8.529,0.03,394,2388,100.0,38.37,23.1209
3,93,0.002,-0.0004,100.0,518.67,641.51,1588.09,1412.06,14.62,21.6,549.64,2388.18,9060.9,1.3,47.75,516.83,2388.13,8130.43,8.52,0.03,394,2388,100.0,38.44,23.0414
3,94,-0.0015,-0.0001,100.0,518.67,641.79,1587.18,1407.6,14.62,21.6,549.03,2388.22,9071.71,1.3,47.56,518.0,2388.1,8142.9,8.516,0.03,395,2388,100.0,38.46,22.9967
3,95,-0.0023,-0.0004,100.0,518.67,641.84,1593.09,1412.16,14.62,21.6,549.06,2388.13,9070.89,1.3,47.67,517.36,2388.05,8142.0,8.519,0.03,395,2388,100.0,38.48,23.0099
3,96,-0.0003,-0.0002,100.0,518.67,641.45,1588.86,1410.45,14.62,21.6,549.8,2388.15,9069.26,1.3,47.74,517.6,2388.02,8090.98,8.543,0.03,393,2388,100.0,38.4,23.0167
3,97,0.0032,0.0001,100.0,518.67,641.85,1594.01,1411.23,14.62,21.6,550.31,2388.11,9064.51,1.3,47.54,517.31,2388.12,8158.25,8.489,0.03,394,2388,100.0,38.48,23.0458
3,98,0.0004,-0.0003,100.0,518.67,641.67,1595.3,1409.65,14.62,21.6,549.55,2388.11,9069.52,1.3,47.81,518.32,2388.06,8148.08,8.498,0.03,394,2388,100.0,38.49,22.9227
3,99,-0.0004,-0.0002,100.0,518.67,641.65,1592.79,1414.44,14.62,21.6,549.7,2388.17,9062.18,1.3,47.61,517.68,2388.13,8143.03,8.514,0.03,394,2388,100.0,38.39,22.9468
3,100,-0.0034,-0.0002,100.0,518.67,641.97,1589.74,1405.98,14.62,21.6,549.26,2388.15,9079.61,1.3,47.9,517.6,2388.17,8126.39,8.503,0.03,393,2388,100.0,38.5,22.9933
3,101,-0.0025,-0.0001,100.0,518.67,641.79,1592.58,1411.16,14.62,21.6,549.9,2388.14,9061.16,1.3,47.85,516.73,2388.08,8145.56,8.515,0.03,394,2388,100.0,38.44,23.1206
3,102,0.0012,0.0001,100.0,518.67,641.99,1588.62,1410.72,14.62,21.6,549.63,2388.18,9065.57,1.3,47.73,517.04,2388.05,8134.71,8.584,0.03,395,2388,100.0,38.39,23.1099
3,103,-0.0027,-0.0003,100.0,518.67,642.29,1592.04,1409.39,14.62,21.6,549.67,2388.2,9053.9,1.3,47.76,516.8,2388.13,8125.2,8.581,0.03,395,2388,100.0,38.35,23.0015
3,104,-0.0003,-0.0002,100.0,518.67,641.76,1591.16,1416.91,14.62,21.6,549.91,2388.19,9053.84,1.3,47.78,517.42,2388.05,8146.35,8.615,0.03,395,2388,100.0,38.49,23.0204
3,105,0.0019,-0.0002,100.0,518.67,642.08,1594.0,1411.72,14.62,21.6,548.98,2388.17,9063.67,1.3,47.65,517.01,2388.03,8151.36,8.548,0.03,394,2388,100.0,38.31,22.995
3,106,0.0014,0.0002,100.0,518.67,641.71,1589.57,1413.29,14.62,21.6,549.3,2388.18,9065.52,1.3,47.9,516.22,2388.02,8132.07,8.602,0.03,396,2388,100.0,38.51,22.9943
3,107,-0.0036,-0.0007,100.0,518.67,641.74,1591.58,1415.96,14.62,21.6,549.35,2388.13,9055.46,1.3,47.83,517.16,2388.14,8126.55,8.569,0.03,395,2388,100.0,38.28,22.9619
3,108,0.0014,-0.0001,100.0,518.67,642.3,1593.74,1408.91,14.62,21.6,549.21,2388.14,9055.97,1.3,47.89,517.2,2388.15,8157.23,8.535,0.03,396,2388,100.0,38.28,22.9477
3,109,-0.0035,-0.0001,100.0,518.67,641.79,1593.89,1411.94,14.62,21.6,548.89,2388.16,9049.19,1.3,47.68,516.35,2388.19,8141.43,8.572,0.03,393,2388,100.0,38.45,23.0606
3,110,-0.004,-0.0002,100.0,518.67,642.05,1594.31,1408.35,14.62,21.6,548.73,2388.19,9073.1,1.3,47.71,517.2,2388.08,8129.05,8.578,0.03,395,2388,100.0,38.42,22.9269
3,111,-0.0009,0.0002,100.0,518.67,641.94,1589.22,1413.0,14.62,21.6,550.12,2388.26,9068.48,1.3,48.0,516.69,2388.16,8157.03,8.562,0.03,394,2388,100.0,38.21,22.9858
3,112,0.0016,0.0003,100.0,518.67,642.06,1590.88,1403.36,14.62,21.6,548.81,2388.17,9068.71,1.3,48.08,516.68,2388.11,8136.27,8.56,0.03,394,2388,100.0,38.35,23.0097
3,113,0.0004,0.0001,100.0,518.67,642.06,1587.26,1413.91,14.62,21.6,548.29,2388.13,9067.36,1.3,47.8,515.74,2388.15,8122.19,8.562,0.03,395,2388,100.0,38.4,23.0734
3,114,-0.0027,-0.0,100.0,518.67,641.89,1593.94,1412.33,14.62,21.6,548.64,2388.14,9071.91,1.3,47.9,517.0,2388.11,8131.67,8.527,0.03,395,2388,100.0,38.24,23.074
3,115,-0.0026,0.0001,100.0,518.67,642.36,1594.51,1412.27,14.62,21.6,548.03,2388.23,9076.18,1.3,47.79,515.93,2388.01,8127.87,8.557,0.03,396,2388,100.0,38.38,22.994
3,116,-0.0008,-0.0002,100.0,518.67,642.32,1593.38,1403.25,14.62,21.6,548.3,2388.17,9068.76,1.3,47.83,516.43,2388.2,8131.36,8.618,0.03,394,2388,100.0,38.32,22.9619
3,117,0.0002,0.0001,100.0,518.67,642.09,1590.58,1407.27,14.62,21.6,548.48,2388.23,9051.52,1.3,47.82,516.36,2388.15,8107.14,8.568,0.03,394,2388,100.0,38.34,22.9214
3,118,-0.0017,-0.0001,100.0,518.67,641.73,1591.48,1407.09,14.62,21.6,549.34,2388.13,9063.07,1.3,47.96,516.08,2388.09,8142.6,8.598,0.03,394,2388,100.0,38.29,22.8838
3,119,-0.0008,0.0,100.0,518.67,641.78,1591.61,1406.33,14.62,21.6,549.31,2388.14,9059.64,1.3,47.93,516.95,2388.06,8137.95,8.575,0.03,395,2388,100.0,38.1,22.9927
3,120,0.003,0.0,100.0,518.67,641.75,1591.51,1419.15,14.62,21.6,549.02,2388.22,9059.46,1.3,47.84,516.27,2388.16,8158.16,8.601,0.03,394,2388,100.0,38.31,23.0016
3,121,0.0012,-0.0002,100.0,518.67,642.74,1589.28,1407.83,14.62,21.6,549.86,2388.16,9062.74,1.3,48.02,516.26,2388.12,8146.93,8.577,0.03,396,2388,100.0,38.39,22.9774
3,122,0.0006,0.0001,100.0,518.67,642.14,1593.34,1412.27,14.62,21.6,549.46,2388.13,9065.07,1.3,47.79,516.07,2388.16,8148.26,8.567,0.03,393,2388,100.0,38.21,23.004
3,123,-0.0055,0.0004,100.0,518.67,642.16,1597.19,1411.57,14.62,21.6,548.76,2388.27,9072.52,1.3,47.8,516.23,2388.11,8130.48,8.6,0.03,394,2388,100.0,38.21,22.9012
3,124,-0.003,0.0,100.0,518.67,642.33,1592.76,1406.45,14.62,21.6,549.47,2388.18,9061.41,1.3,47.96,516.96,2388.11,8124.4,8.592,0.03,395,2388,100.0,38.28,22.9257
3,125,0.002,0.0002,100.0,518.67,641.86,1593.53,1407.16,14.62,21.6,548.26,2388.19,9065.1,1.3,47.9,516.56,2388.17,8138.6,8.597,0.03,395,2388,100.0,38.24,22.9446
3,126,-0.0003,0.0002,100.0,518.67,641.96,1592.28,1420.55,14.62,21.6,547.91,2388.24,9066.43,1.3,47.95,516.14,2388.2,8144.71,8.574,0.03,396,2388,100.0,38.29,22.9541
3,127,0.0006,-0.0,100.0,518.67,642.07,1591.75,1409.77,14.62,21.6,547.49,2388.17,9064.21,1.3,47.92,515.9,2388.02,8159.54,8.61,0.03,395,2388,100.0,38.41,22.8964
3,128,0.0038,-0.0003,100.0,518.67,642.13,1589.76,1412.93,14.62,21.6,548.19,2388.25,9066.52,1.3,47.85,515.71,2388.18,8132.88,8.606,0.03,396,2388,100.0,38.12,22.9991
3,129,0.0041,0.0001,100.0,518.67,642.23,1596.76,1411.87,14.62,21.6,547.45,2388.22,9069.84,1.3,47.99,516.49,2388.11,8134.42,8.637,0.03,395,2388,100.0,38.27,22.9363
3,130,-0.0016,0.0005,100.0,518.67,641.96,1590.33,1411.27,14.62,21.6,547.8,2388.17,9070.92,1.3,47.84,516.36,2388.22,8150.27,8.575,0.03,395,2388,100.0,38.12,22.9302
3,131,-0.0017,0.0002,100.0,518.67,642.74,1595.28,1405.21,14.62,21.6,548.22,2388.22,9060.25,1.3,47.96,515.26,2388.1,8148.73,8.552,0.03,395,2388,100.0,38.13,23.0223
3,132,-0.0015,-0.0001,100.0,518.67,642.19,1592.15,1413.85,14.62,21.6,548.68,2388.26,9064.85,1.3,47.92,517.01,2388.19,8130.0,8.587,0.03,395,2388,100.0,38.23,22.8698
3,133,-0.0008,0.0005,100.0,518.67,642.26,1586.44,1418.24,14.62,21.6,547.84,2388.26,9059.47,1.3,47.88,516.55,2388.14,8118.71,8.584,0.03,395,2388,100.0,38.33,22.9292
3,134,-0.0008,0.0003,100.0,518.67,642.15,1591.73,1418.09,14.62,21.6,548.01,2388.23,9057.9,1.3,47.88,515.76,2388.14,8156.5,8.594,0.03,396,2388,100.0,38.23,22.9785
3,135,0.0008,0.0,100.0,518.67,642.13,1591.19,1415.6,14.62,21.6,547.67,2388.28,9056.59,1.3,47.9,516.23,2388.17,8140.74,8.596,0.03,395,2388,100.0,38.1,22.9054
3,136,0.0032,-0.0002,100.0,518.67,642.06,1592.49,1413.33,14.62,21.6,548.21,2388.24,9072.9,1.3,47.82,515.51,2388.14,8146.86,8.566,0.03,396,2388,100.0,38.31,22.8707
3,137,-0.001,-0.0002,100.0,518.67,642.81,1592.89,1420.49,14.62,21.6,547.28,2388.2,9060.07,1.3,47.93,515.29,2388.11,8155.38,8.628,0.03,396,2388,100.0,38.25,22.922
3,138,-0.001,-0.0003,100.0,518.67,642.25,1590.73,1409.9,14.62,21.6,548.97,2388.25,9075.81,1.3,47.94,514.93,2388.18,8148.4,8.595,0.03,395,2388,100.0,38.28,22.8652
3,139,-0.0015,-0.0003,100.0,518.67,642.19,1591.05,1411.24,14.62,21.6,547.63,2388.16,9067.78,1.3,48.14,515.63,2388.23,8157.66,8.617,0.03,395,2388,100.0,38.2,22.9499
3,140,-0.0008,-0.0006,100.0,518.67,642.3,1590.99,1410.23,14.62,21.6,547.69,2388.16,9068.53,1.3,48.11,514.96,2388.22,8123.01,8.659,0.03,395,2388,100.0,38.21,22.8143
3,141,-0.0001,0.0001,100.0,518.67,642.16,1592.76,1410.39,14.62,21.6,547.72,2388.31,9063.12,1.3,47.93,515.89,2388.08,8127.25,8.63,0.03,394,2388,100.0,38.05,22.9996
3,142,-0.0028,0.0001,100.0,518.67,642.21,1586.09,1413.21,14.62,21.6,547.87,2388.28,9064.35,1.3,48.09,515.1,2388.09,8126.33,8.554,0.03,396,2388,100.0,38.06,22.9171
3,143,-0.0005,-0.0,100.0,518.67,642.54,1593.27,1416.83,14.62,21.6,547.52,2388.35,9056.04,1.3,48.17,515.74,2388.14,8161.54,8.544,0.03,395,2388,100.0,38.08,22.9212
3,144,-0.0022,0.0001,100.0,518.67,642.16,1593.22,1416.04,14.62,21.6,546.91,2388.38,9063.8,1.3,47.72,514.95,2388.1,8151.98,8.611,0.03,396,2388,100.0,38.15,22.8838
3,145,-0.0007,-0.0,100.0,518.67,642.42,1595.73,1416.58,14.62,21.6,548.05,2388.26,9070.69,1.3,48.16,515.0,2388.12,8127.92,8.608,0.03,394,2388,100.0,38.21,22.8895
3,146,0.0023,-0.0002,100.0,518.67,642.17,1598.15,1420.21,14.62,21.6,547.58,2388.26,9070.93,1.3,47.98,515.93,2388.07,8137.18,8.617,0.03,396,2388,100.0,38.27,22.9521
3,147,-0.0006,0.0004,100.0,518.67,642.05,1597.65,1422.02,14.62,21.6,547.49,2388.23,9055.84,1.3,48.06,514.69,2388.12,8128.03,8.591,0.03,395,2388,100.0,38.18,22.8594
3,148,0.0021,-0.0001,100.0,518.67,642.04,1595.6,1422.74,14.62,21.6,547.17,2388.17,9066.43,1.3,48.06,515.02,2388.08,8132.2,8.65,0.03,396,2388,100.0,38.08,22.9202
3,149,-0.0024,0.0004,100.0,518.67,642.31,1597.84,1408.12,14.62,21.6,547.34,2388.29,9075.63,1.3,48.04,514.87,2388.21,8141.76,8.582,0.03,395,2388,100.0,38.03,22.8583
3,150,0.0022,0.0001,100.0,518.67,642.12,1597.47,1411.75,14.62,21.6,547.19,2388.29,9055.82,1.3,47.93,514.31,2388.15,8157.11,8.594,0.03,395,2388,100.0,38.22,22.9344
3,151,-0.0002,0.0002,100.0,518.67,642.0,1599.26,1423.78,14.62,21.6,546.0,2388.23,9073.46,1.3,47.99,515.73,2388.2,8134.18,8.612,0.03,395,2388,100.0,38.13,22.8505
3,152,0.0023,0.0006,100.0,518.67,641.92,1589.42,1414.3,14.62,21.6,547.23,2388.29,9080.63,1.3,48.08,514.96,2388.07,8143.05,8.614,0.03,396,2388,100.0,38.08,22.8537
3,153,-0.003,-0.0007,100.0,518.67,642.0,1590.55,1416.73,14.62,21.6,546.84,2388.21,9042.94,1.3,48.25,514.52,2388.15,8125.36,8.643,0.03,396,2388,100.0,38.06,22.853
3,154,0.0034,-0.0,100.0,518.67,642.25,1592.5,1407.91,14.62,21.6,547.31,2388.31,9050.94,1.3,47.91,514.69,2388.17,8141.16,8.611,0.03,396,2388,100.0,38.05,22.9165
3,155,0.0009,-0.0001,100.0,518.67,642.7,1600.06,1419.32,14.62,21.6,548.02,2388.3,9085.1,1.3,48.23,515.73,2388.22,8159.17,8.676,0.03,396,2388,100.0,37.99,22.8517
3,156,0.0008,0.0,100.0,518.67,642.0,1590.56,1412.72,14.62,21.6,547.98,2388.31,9077.63,1.3,48.06,514.03,2388.15,8139.97,8.603,0.03,396,2388,100.0,38.15,22.9069
3,157,-0.0006,-0.0006,100.0,518.67,642.19,1595.66,1420.68,14.62,21.6,547.29,2388.28,9069.65,1.3,48.2,514.53,2388.15,8143.01,8.6,0.03,396,2388,100.0,38.05,22.8728
3,158,-0.0002,0.0001,100.0,518.67,642.21,1594.57,1416.27,14.62,21.6,546.94,2388.35,9061.49,1.3,48.07,514.03,2388.2,8129.86,8.612,0.03,395,2388,100.0,38.13,22.831
3,159,-0.0012,0.0004,100.0,518.67,642.4,1593.98,1414.99,14.62,21.6,546.75,2388.23,9064.06,1.3,48.02,514.48,2388.11,8129.83,8.597,0.03,396,2388,100.0,38.07,22.8455
3,160,0.0025,0.0004,100.0,518.67,642.27,1593.83,1412.63,14.62,21.6,546.73,2388.25,9063.16,1.3,47.99,514.9,2388.11,8155.35,8.607,0.03,395,2388,100.0,37.99,22.8525
3,161,-0.0007,-0.0,100.0,518.67,642.72,1596.33,1413.01,14.62,21.6,547.16,2388.33,9072.04,1.3,48.19,515.01,2388.25,8120.1,8.645,0.03,396,2388,100.0,37.98,22.806
3,162,-0.0017,-0.0002,100.0,518.67,642.24,1596.59,1419.75,14.62,21.6,546.26,2388.23,9080.44,1.3,48.19,514.71,2388.2,8143.22,8.642,0.03,395,2388,100.0,38.11,22.772
3,163,-0.0014,-0.0002,100.0,518.67,642.27,1593.15,1414.26,14.62,21.6,547.04,2388.27,9056.39,1.3,48.0,514.79,2388.15,8135.3,8.625,0.03,396,2388,100.0,37.97,22.8722
3,164,-0.0016,-0.0,100.0,518.67,642.37,1594.41,1412.4,14.62,21.6,547.65,2388.21,9083.69,1.3,48.08,514.6,2388.13,8134.49,8.614,0.03,395,2388,100.0,38.06,22.8215
3,165,0.0037,-0.0003,100.0,518.67,642.41,1596.8,1412.31,14.62,21.6,546.39,2388.15,9075.56,1.3,47.98,514.02,2388.22,8139.66,8.658,0.03,397,2388,100.0,38.02,22.8788
3,166,-0.0015,0.0007,100.0,518.67,642.22,1599.21,1420.07,14.62,21.6,546.18,2388.27,9053.17,1.3,48.16,514.68,2388.19,8108.23,8.594,0.03,395,2388,100.0,38.09,22.8508
3,167,-0.0003,0.0002,100.0,518.67,642.14,1598.03,1418.69,14.62,21.6,546.43,2388.37,9074.47,1.3,48.01,514.59,2388.22,8136.94,8.666,0.03,396,2388,100.0,37.87,22.8485
3,168,-0.0008,0.0002,100.0,518.67,642.64,1596.85,1423.55,14.62,21.6,546.87,2388.32,9069.87,1.3,48.24,514.13,2388.17,8128.33,8.642,0.03,396,2388,100.0,38.15,22.8703
3,169,-0.0006,-0.0004,100.0,518.67,642.52,1599.66,1420.02,14.62,21.6,546.32,2388.26,9064.88,1.3,48.14,514.35,2388.2,8142.61,8.632,0.03,395,2388,100.0,38.13,22.8318
3,170,-0.0003,-0.0002,100.0,518.67,642.09,1600.32,1419.31,14.62,21.6,546.86,2388.33,9071.89,1.3,48.36,514.46,2388.12,8148.63,8.645,0.03,395,2388,100.0,38.09,22.7418
3,171,0.002,-0.0003,100.0,518.67,642.19,1596.12,1418.93,14.62,21.6,545.91,2388.26,9061.95,1.3,48.13,514.85,2388.19,8154.64,8.682,0.03,395,2388,100.0,38.03,22.9309
3,172,0.0029,-0.0005,100.0,518.67,642.54,1596.53,1420.6,14.62,21.6,545.81,2388.25,9066.56,1.3,48.27,513.68,2388.16,8122.95,8.67,0.03,397,2388,100.0,38.01,22.8047
3,173,0.0009,0.0004,100.0,518.67,642.55,1594.51,1410.92,14.62,21.6,546.31,2388.26,9072.82,1.3,48.09,513.71,2388.13,8163.25,8.668,0.03,397,2388,100.0,38.07,22.7953
3,174,0.0026,-0.0,100.0,518.67,642.51,1596.54,1405.71,14.62,21.6,546.52,2388.31,9070.89,1.3,48.19,513.9,2388.23,8128.9,8.649,0.03,396,2388,100.0,38.01,22.8325
3,175,-0.002,-0.0003,100.0,518.67,642.53,1598.77,1410.1,14.62,21.6,545.85,2388.28,9060.79,1.3,48.07,514.64,2388.2,8140.07,8.641,0.03,396,2388,100.0,38.06,22.8074
3,176,0.0022,0.0003,100.0,518.67,642.58,1596.96,1420.33,14.62,21.6,546.77,2388.34,9063.49,1.3,48.04,513.77,2388.25,8125.83,8.658,0.03,396,2388,100.0,38.11,22.8174
3,177,-0.0027,-0.0003,100.0,518.67,642.19,1595.25,1417.07,14.62,21.6,546.97,2388.23,9082.52,1.3,48.34,514.53,2388.16,8148.94,8.609,0.03,397,2388,100.0,38.0,22.7851
3,178,-0.0024,-0.0007,100.0,518.67,642.23,1600.27,1416.29,14.62,21.6,546.44,2388.39,9082.48,1.3,48.07,513.07,2388.32,8172.14,8.654,0.03,395,2388,100.0,38.08,22.7974
3,179,-0.0002,0.0003,100.0,518.67,642.58,1593.44,1416.7,14.62,21.6,546.31,2388.31,9079.47,1.3,48.15,514.09,2388.03,8139.6,8.673,0.03,396,2388,100.0,37.96,22.7479
4,1,0.002,0.0002,100.0,518.67,641.21,1579.88,1399.45,14.62,21.6,553.79,2387.97,9047.35,1.3,47.32,520.01,2388.09,8135.89,8.4,0.03,393,2388,100.0,38.78,23.2641
4,2,-0.0002,0.0004,100.0,518.67,641.0,1586.48,1397.83,14.62,21.6,554.92,2388.05,9049.58,1.3,47.3,521.21,2388.03,8143.5,8.436,0.03,392,2388,100.0,38.94,23.2756
4,3,-0.0018,-0.0001,100.0,518.67,641.0,1580.21,1403.73,14.62,21.6,555.5,2388.08,9048.26,1.3,47.22,521.04,2387.97,8132.55,8.4,0.03,392,2388,100.0,38.9,23.2264
4,4,0.0001,0.0,100.0,518.67,641.06,1584.61,1404.93,14.62,21.6,553.97,2388.07,9049.83,1.3,47.25,520.8,2388.07,8127.22,8.444,0.03,392,2388,100.0,38.81,23.3234
4,5,-0.0006,0.0002,100.0,518.67,640.36,1585.33,1398.64,14.62,21.6,553.46,2387.98,9050.2,1.3,47.05,520.97,2388.07,8133.77,8.431,0.03,393,2388,100.0,38.98,23.3803
4,6,-0.001,-0.0002,100.0,518.67,641.24,1587.51,1403.67,14.62,21.6,553.75,2388.03,9042.86,1.3,47.51,520.61,2387.99,8126.32,8.389,0.03,392,2388,100.0,38.83,23.2158
4,7,-0.0016,0.0006,100.0,518.67,641.24,1588.22,1405.38,14.62,21.6,552.64,2387.95,9044.39,1.3,47.18,520.59,2387.99,8133.19,8.41,0.03,392,2388,100.0,38.69,23.2318
4,8,-0.0011,-0.0001,100.0,518.67,640.78,1584.04,1396.24,14.62,21.6,553.02,2387.97,9040.46,1.3,47.22,520.27,2388.05,8135.51,8.408,0.03,392,2388,100.0,38.89,23.3134
4,9,0.0003,0.0005,100.0,518.67,641.19,1588.31,1401.39,14.62,21.6,553.14,2387.99,9053.84,1.3,47.29,520.92,2388.06,8113.61,8.383,0.03,392,2388,100.0,38.8,23.4451
4,10,0.001,-0.0,100.0,518.67,640.95,1584.19,1401.07,14.62,21.6,553.3,2388.0,9061.92,1.3,47.43,520.76,2387.94,8137.26,8.46,0.03,393,2388,100.0,38.91,23.3447
4,11,0.0001,0.0002,100.0,518.67,640.92,1586.58,1406.37,14.62,21.6,553.02,2388.02,9049.47,1.3,47.34,520.37,2388.1,8115.4,8.452,0.03,392,2388,100.0,38.7,23.2828
4,12,-0.0005,-0.0003,100.0,518.67,640.67,1585.74,1405.05,14.62,21.6,553.53,2388.04,9051.18,1.3,47.08,519.85,2388.0,8129.02,8.441,0.03,393,2388,100.0,38.89,23.2542
4,13,-0.0028,0.0001,100.0,518.67,641.23,1578.66,1397.9,14.62,21.6,553.52,2387.98,9051.21,1.3,47.24,520.44,2387.98,8123.36,8.385,0.03,393,2388,100.0,38.88,23.2271
4,14,0.003,-0.0001,100.0,518.67,641.49,1583.96,1393.23,14.62,21.6,553.56,2388.02,9046.49,1.3,47.27,520.23,2388.0,8141.21,8.424,0.03,393,2388,100.0,38.81,23.2459
4,15,-0.0023,-0.0001,100.0,518.67,640.29,1584.18,1401.1,14.62,21.6,553.2,2388.04,9034.31,1.3,47.27,519.6,2387.96,8128.94,8.458,0.03,393,2388,100.0,38.83,23.2593
4,16,-0.0014,-0.0002,100.0,518.67,641.23,1581.86,1403.9,14.62,21.6,553.82,2388.07,9038.48,1.3,47.21,519.98,2387.93,8118.88,8.494,0.03,393,2388,100.0,38.98,23.2991
4,17,-0.0015,-0.0001,100.0,518.67,641.28,1587.39,1399.31,14.62,21.6,555.25,2388.02,9049.37,1.3,47.3,520.25,2388.02,8146.79,8.419,0.03,391,2388,100.0,38.81,23.2318
4,18,0.0028,0.0004,100.0,518.67,641.17,1582.31,1396.81,14.62,21.6,553.44,2388.01,9048.25,1.3,47.22,520.32,2387.9,8118.21,8.405,0.03,393,2388,100.0,38.75,23.2614
4,19,0.0005,0.0004,100.0,518.67,641.47,1586.03,1399.91,14.62,21.6,553.05,2388.01,9056.64,1.3,47.36,520.59,2388.08,8153.86,8.429,0.03,393,2388,100.0,38.78,23.309
4,20,0.0021,0.0003,100.0,518.67,641.18,1584.26,1396.33,14.62,21.6,554.07,2388.02,9058.61,1.3,47.42,520.12,2388.09,8096.68,8.39,0.03,392,2388,100.0,38.74,23.2639
4,21,0.0006,0.0001,100.0,518.67,641.32,1583.48,1397.13,14.62,21.6,552.73,2387.95,9060.22,1.3,47.49,521.0,2388.03,8139.18,8.469,0.03,392,2388,100.0,38.89,23.2582
4,22,0.0018,0.0001,100.0,518.67,641.5,1587.07,1396.16,14.62,21.6,552.5,2388.1,9051.84,1.3,47.47,520.75,2388.04,8137.85,8.442,0.03,391,2388,100.0,38.8,23.186
4,23,0.0003,-0.0003,100.0,518.67,640.89,1591.28,1406.47,14.62,21.6,553.14,2388.02,9057.24,1.3,47.23,520.65,2388.01,8126.79,8.431,0.03,392,2388,100.0,38.82,23.2123
4,24,0.0009,0.0004,100.0,518.67,641.01,1586.13,1404.13,14.62,21.6,553.26,2388.07,9061.46,1.3,47.25,519.64,2388.01,8120.29,8.449,0.03,392,2388,100.0,38.97,23.3013
4,25,0.0,0.0003,100.0,518.67,640.79,1594.16,1400.02,14.62,21.6,551.83,2388.06,9044.06,1.3,47.35,519.8,2387.97,8122.33,8.44,0.03,392,2388,100.0,38.72,23.267
4,26,0.0052,0.0001,100.0,518.67,640.98,1585.55,1402.6,14.62,21.6,553.44,2388.05,9060.29,1.3,47.3,520.7,2388.02,8120.41,8.5,0.03,391,2388,100.0,38.72,23.1999
4,27,0.005,0.0005,100.0,518.67,641.59,1585.72,1412.28,14.62,21.6,553.44,2388.05,9052.75,1.3,47.31,519.9,2388.06,8136.55,8.435,0.03,394,2388,100.0,38.53,23.2541
4,28,0.0014,0.0003,100.0,518.67,641.21,1587.4,1406.61,14.62,21.6,552.63,2388.06,9066.69,1.3,47.07,519.62,2388.1,8145.33,8.453,0.03,392,2388,100.0,38.7,23.1964
4,29,0.0031,-0.0002,100.0,518.67,641.26,1584.58,1406.13,14.62,21.6,552.71,2387.96,9040.47,1.3,47.35,519.26,2388.14,8107.56,8.414,0.03,393,2388,100.0,38.73,23.1681
4,30,-0.0019,-0.0003,100.0,518.67,641.17,1592.76,1403.17,14.62,21.6,553.03,2388.1,9031.09,1.3,47.32,520.54,2388.0,8153.53,8.484,0.03,392,2388,100.0,38.72,23.17
4,31,-0.0013,-0.0004,100.0,518.67,641.35,1582.6,1405.37,14.62,21.6,551.69,2388.13,9057.72,1.3,47.46,519.47,2388.06,8145.98,8.438,0.03,394,2388,100.0,38.76,23.275
