coil_id,seq,roll_set,furnace_temp_c,rolling_force_ton,roll_gap_mm,exit_thickness_mm,coiler_tension_kn,motor_current_a
C0027,15,2,1231.1,1095.1,2.493,2.3,60.3,1787.2
C0027,16,2,1226.9,1090.4,2.54,2.295,58.3,1780.6
C0027,17,2,1234.6,1122.0,2.494,2.31,58.9,1759.1
C0027,18,2,1233.6,1083.0,2.523,2.305,56.7,1765.5
C0027,19,2,1232.7,1098.2,2.514,2.301,60.3,1781.5
C0027,20,2,1231.3,1097.9,2.511,2.298,58.1,1761.8
C0027,21,2,1238.3,1085.7,2.529,2.301,58.6,1768.5
C0027,22,2,1230.1,1087.8,2.529,2.3,59.7,1761.7
C0027,23,2,1232.0,1088.0,2.514,2.316,58.1,1748.5
C0027,24,2,1229.7,1094.5,2.524,2.289,57.1,1771.4
C0027,25,2,1231.6,1088.8,2.532,2.299,58.2,1784.3
C0027,26,2,1230.7,1088.0,2.495,2.296,56.0,1789.7
C0027,27,2,1227.8,1090.4,2.512,2.292,57.8,1775.3
C0027,28,2,1232.0,1091.9,2.513,2.303,58.5,1795.3
C0027,29,2,1231.4,1110.5,2.506,2.268,58.4,1799.8
C0027,30,2,1230.8,1094.2,2.539,2.288,58.5,1765.7
C0028,1,2,1237.2,1092.2,2.532,2.306,57.3,1789.1
C0028,2,2,1237.8,1083.2,2.54,2.304,59.9,1788.9
C0028,3,2,1243.1,1095.3,2.502,2.318,59.8,1759.5
C0028,4,2,1237.9,1086.9,2.496,2.3,56.8,1782.9
C0028,5,2,1237.9,1104.0,2.521,2.294,58.0,1779.1
C0028,6,2,1241.8,1101.8,2.497,2.292,58.5,1788.7
C0028,7,2,1242.9,1094.5,2.507,2.308,56.5,1780.3
C0028,8,2,1240.9,1088.8,2.497,2.288,56.1,1762.4
C0028,9,2,1238.3,1085.4,2.503,2.298,57.0,1775.4
C0028,10,2,1237.0,1109.4,2.529,2.294,58.2,1773.9
C0028,11,2,1243.1,1093.7,2.495,2.297,57.4,1785.2
C0028,12,2,1235.7,1108.4,2.514,2.304,58.9,1793.1
C0028,13,2,1245.3,1086.1,2.499,2.306,57.5,1776.4
C0028,14,2,1231.5,1104.4,2.506,2.291,59.2,1790.3
C0028,15,2,1240.5,1106.5,2.508,2.293,58.0,1793.1
C0028,16,2,1238.7,1105.9,2.511,2.307,58.5,1805.4
C0028,17,2,1238.5,1088.6,2.501,2.29,58.9,1774.5
C0028,18,2,1235.8,1082.4,2.505,2.301,56.6,1774.4
C0028,19,2,1238.7,1097.0,2.533,2.303,55.1,1785.1
C0028,20,2,1236.7,1100.8,2.511,2.299,57.8,1770.8
C0028,21,2,1240.9,1096.2,2.497,2.301,60.9,1780.0
C0028,22,2,1242.3,1109.6,2.497,2.298,58.9,1780.2
C0028,23,2,1236.9,1106.8,2.491,2.293,56.9,1780.5
C0028,24,2,1244.6,1086.7,2.507,2.3,56.7,1764.1
C0028,25,2,1236.7,1106.6,2.487,2.299,57.3,1776.4
C0028,26,2,1237.8,1099.2,2.503,2.298,57.7,1782.8
C0028,27,2,1238.2,1096.2,2.492,2.293,57.4,1776.0
C0028,28,2,1238.5,1090.8,2.509,2.306,57.1,1783.8
C0028,29,2,1236.2,1081.8,2.513,2.285,58.0,1804.5
C0028,30,2,1238.4,1097.4,2.501,2.302,58.8,1767.8
C0029,1,2,1232.1,1113.4,2.518,2.295,59.6,1780.6
C0029,2,2,1234.2,1111.8,2.494,2.302,58.2,1772.2
C0029,3,2,1233.4,1099.9,2.516,2.31,59.8,1791.6
C0029,4,2,1232.4,1080.4,2.503,2.31,56.8,1773.8
C0029,5,2,1230.5,1096.0,2.486,2.306,59.1,1807.9
C0029,6,2,1232.0,1103.4,2.513,2.296,59.0,1785.3
C0029,7,2,1233.2,1096.9,2.51,2.289,58.7,1782.1
C0029,8,2,1231.8,1098.4,2.5,2.317,57.1,1767.1
C0029,9,2,1240.7,1103.4,2.51,2.299,57.8,1774.4
C0029,10,2,1230.8,1102.2,2.505,2.305,59.1,1772.9
C0029,11,2,1228.8,1110.6,2.492,2.302,57.7,1778.5
C0029,12,2,1233.2,1107.9,2.513,2.303,59.8,1775.2
C0029,13,2,1234.4,1100.4,2.51,2.311,57.8,1809.2
C0029,14,2,1229.1,1099.1,2.514,2.302,58.6,1786.0
C0029,15,2,1235.9,1104.5,2.514,2.297,58.4,1800.0
C0029,16,2,1233.3,1105.0,2.505,2.289,57.8,1818.9
C0029,17,2,1233.5,1108.4,2.501,2.289,58.5,1776.9
C0029,18,2,1237.2,1108.6,2.524,2.3,56.2,1782.3
C0029,19,2,1237.1,1104.3,2.506,2.298,56.7,1781.7
C0029,20,2,1234.8,1097.5,2.503,2.318,57.5,1778.5
C0029,21,2,1233.1,1116.4,2.508,2.312,57.5,1829.3
C0029,22,2,1230.3,1104.6,2.518,2.322,58.8,1775.4
C0029,23,2,1233.1,1100.7,2.514,2.289,58.6,1800.5
C0029,24,2,1234.0,1113.9,2.511,2.311,58.9,1788.0
C0029,25,2,1234.0,1099.5,2.496,2.301,57.7,1760.4
C0029,26,2,1232.3,1106.3,2.514,2.301,58.9,1794.9
C0029,27,2,1234.6,1096.3,2.498,2.294,56.3,1794.4
C0029,28,2,1236.4,1095.7,2.505,2.301,57.6,1787.8
C0029,29,2,1236.3,1110.0,2.519,2.301,59.0,1791.6
C0029,30,2,1231.8,1103.0,2.499,2.292,58.7,1824.6
C0030,1,2,1220.0,1099.8,2.492,2.296,57.2,1785.9
C0030,2,2,1220.3,1111.7,2.496,2.311,56.9,1772.8
C0030,3,2,1221.5,1097.6,2.491,2.282,56.1,1806.0
C0030,4,2,1219.7,1106.0,2.509,2.306,54.4,1800.7
C0030,5,2,1219.7,1123.6,2.482,2.299,57.3,1794.3
C0030,6,2,1217.6,1115.5,2.52,2.297,58.3,1793.1
C0030,7,2,1217.4,1123.7,2.52,2.286,58.6,1766.6
C0030,8,2,1220.2,1122.4,2.511,2.294,57.0,1811.5
C0030,9,2,1220.8,1112.5,2.507,2.305,58.0,1803.4
C0030,10,2,1222.0,1109.6,2.498,2.305,57.6,1778.7
C0030,11,2,1216.2,1123.7,2.485,2.294,59.2,1816.1
C0030,12,2,1222.5,1105.2,2.506,2.311,58.7,1800.3
C0030,13,2,1219.3,1108.9,2.523,2.297,55.5,1790.8
C0030,14,2,1223.6,1117.4,2.484,2.294,57.4,1785.8
C0030,15,2,1218.8,1105.9,2.484,2.296,59.5,1827.2
C0030,16,2,1216.7,1116.6,2.515,2.29,58.6,1810.5
C0030,17,2,1215.5,1118.4,2.509,2.292,61.0,1810.4
C0030,18,2,1219.6,1118.9,2.512,2.291,58.4,1805.1
C0030,19,2,1221.5,1100.7,2.523,2.306,56.8,1792.2
C0030,20,2,1216.2,1111.7,2.492,2.293,57.2,1778.4
C0030,21,2,1221.4,1087.5,2.522,2.296,58.4,1795.7
C0030,22,2,1222.2,1119.3,2.51,2.32,58.3,1784.2
C0030,23,2,1216.9,1128.7,2.519,2.295,58.7,1803.8
C0030,24,2,1219.0,1126.1,2.504,2.312,59.2,1784.6
C0030,25,2,1220.5,1109.9,2.501,2.289,58.1,1799.1
C0030,26,2,1222.4,1118.8,2.504,2.295,59.2,1780.0
C0030,27,2,1219.4,1109.8,2.503,2.286,57.5,1813.7
C0030,28,2,1223.3,1106.2,2.503,2.298,56.5,1790.4
C0030,29,2,1219.9,1120.2,2.491,2.293,59.0,1807.2
C0030,30,2,1218.1,1104.7,2.5,2.315,57.2,1779.6
C0031,1,2,1229.0,1111.0,2.507,2.308,56.8,1786.4
C0031,2,2,1229.5,1112.7,2.495,2.293,61.9,1811.9
C0031,3,2,1233.7,1126.1,2.518,2.291,58.7,1809.1
C0031,4,2,1227.4,1120.8,2.505,2.302,57.4,1787.4
C0031,5,2,1224.3,1132.2,2.528,2.278,56.6,1803.0
C0031,6,2,1230.5,1111.7,2.495,2.294,58.2,1789.5
C0031,7,2,1232.8,1117.7,2.498,2.302,57.6,1824.6
C0031,8,2,1233.5,1120.5,2.503,2.287,58.4,1801.0
C0031,9,2,1233.0,1119.3,2.475,2.311,59.0,1803.6
C0031,10,2,1228.6,1126.5,2.496,2.307,58.7,1780.6
C0031,11,2,1230.2,1108.8,2.49,2.282,56.1,1797.5
C0031,12,2,1227.3,1121.1,2.493,2.285,56.2,1811.9
C0031,13,2,1230.2,1129.9,2.507,2.285,58.4,1789.7
C0031,14,2,1226.5,1111.6,2.481,2.306,58.5,1819.4
C0031,15,2,1231.8,1125.8,2.488,2.319,57.6,1814.5
C0031,16,2,1224.8,1129.3,2.515,2.304,55.9,1784.0
C0031,17,2,1233.0,1112.1,2.517,2.309,59.9,1765.9
C0031,18,2,1230.6,1100.3,2.484,2.298,56.6,1816.8
C0031,19,2,1227.6,1119.0,2.498,2.288,55.6,1793.1
C0031,20,2,1232.6,1109.3,2.511,2.311,60.3,1773.9
C0031,21,2,1229.1,1107.9,2.488,2.292,58.6,1802.5
C0031,22,2,1230.5,1118.4,2.488,2.313,60.1,1779.9
C0031,23,2,1229.3,1113.7,2.489,2.308,57.8,1785.6
C0031,24,2,1230.8,1117.5,2.5,2.292,59.2,1796.5
C0031,25,2,1230.9,1130.5,2.513,2.28,56.2,1790.1
C0031,26,2,1231.2,1112.2,2.505,2.293,60.0,1789.7
C0031,27,2,1230.8,1102.9,2.493,2.277,60.0,1789.0
C0031,28,2,1235.6,1112.8,2.496,2.296,57.5,1802.4
C0031,29,2,1223.7,1120.9,2.511,2.303,59.5,1789.1
C0031,30,2,1234.0,1102.0,2.493,2.3,57.3,1803.7
C0032,1,2,1235.3,1132.0,2.489,2.31,57.7,1792.4
C0032,2,2,1238.5,1112.9,2.483,2.291,56.7,1805.7
C0032,3,2,1236.6,1122.8,2.5,2.284,59.4,1814.6
C0032,4,2,1243.0,1113.2,2.484,2.301,57.7,1794.2
C0032,5,2,1239.4,1130.1,2.479,2.293,59.7,1816.8
C0032,6,2,1237.4,1122.8,2.504,2.295,58.4,1810.0
C0032,7,2,1235.9,1122.5,2.501,2.303,58.7,1787.5
C0032,8,2,1238.6,1132.1,2.478,2.309,59.0,1812.5
C0032,9,2,1236.0,1126.6,2.486,2.298,55.4,1771.7
C0032,10,2,1238.6,1106.0,2.483,2.296,57.3,1779.7
C0032,11,2,1239.4,1113.0,2.506,2.32,56.1,1798.5
C0032,12,2,1238.1,1112.7,2.47,2.321,58.3,1808.7
C0032,13,2,1235.7,1131.9,2.483,2.282,57.6,1798.2
C0032,14,2,1239.0,1141.7,2.487,2.312,58.9,1795.4
C0032,15,2,1236.1,1118.3,2.499,2.313,58.7,1809.8
C0032,16,2,1239.7,1124.1,2.494,2.315,57.8,1793.5
C0032,17,2,1236.3,1125.5,2.482,2.317,58.0,1804.7
C0032,18,2,1233.3,1146.8,2.491,2.293,56.9,1804.7
C0032,19,2,1235.3,1132.0,2.493,2.303,58.0,1781.2
C0032,20,2,1234.4,1127.9,2.475,2.288,58.2,1798.7
C0032,21,2,1240.4,1132.6,2.495,2.306,57.4,1807.7
C0032,22,2,1239.1,1115.8,2.501,2.298,56.1,1797.0
C0032,23,2,1241.4,1114.8,2.492,2.296,57.8,1802.8
C0032,24,2,1235.5,1133.2,2.477,2.283,57.0,1817.4
C0032,25,2,1231.6,1117.3,2.49,2.312,57.0,1818.0
C0032,26,2,1232.5,1122.6,2.497,2.309,55.4,1803.1
C0032,27,2,1238.6,1118.7,2.51,2.293,56.4,1824.6
C0032,28,2,1240.4,1134.5,2.468,2.307,58.5,1814.5
C0032,29,2,1240.1,1127.5,2.493,2.275,57.3,1805.7
C0032,30,2,1244.7,1121.2,2.485,2.301,56.4,1815.8
C0033,1,2,1228.0,1139.5,2.49,2.287,57.6,1806.8
C0033,2,2,1221.6,1127.8,2.49,2.286,58.0,1809.7
C0033,3,2,1228.1,1119.5,2.481,2.317,59.2,1807.3
C0033,4,2,1226.8,1132.4,2.498,2.286,58.6,1807.6
C0033,5,2,1226.0,1124.4,2.477,2.318,57.8,1813.7
C0033,6,2,1231.5,1132.7,2.48,2.294,58.7,1819.5
C0033,7,2,1227.6,1129.8,2.49,2.308,58.1,1791.1
C0033,8,2,1226.3,1134.9,2.503,2.306,59.1,1823.6
C0033,9,2,1225.5,1131.4,2.449,2.281,59.4,1815.4
C0033,10,2,1229.6,1140.2,2.49,2.279,57.5,1814.6
C0033,11,2,1227.1,1124.6,2.484,2.295,60.0,1840.0
C0033,12,2,1223.9,1138.5,2.478,2.292,57.8,1798.6
C0033,13,2,1220.8,1139.7,2.497,2.317,57.5,1834.4
C0033,14,2,1227.5,1124.1,2.49,2.306,58.0,1796.3
C0033,15,2,1226.0,1154.1,2.49,2.276,58.0,1829.2
C0033,16,2,1225.5,1140.5,2.508,2.306,58.4,1799.8
C0033,17,2,1233.6,1124.6,2.5,2.317,57.1,1820.5
C0033,18,2,1224.4,1124.5,2.468,2.29,58.5,1797.0
C0033,19,2,1232.2,1124.1,2.486,2.311,59.4,1804.1
C0033,20,2,1227.5,1126.8,2.475,2.315,57.2,1790.8
C0033,21,2,1232.6,1144.3,2.49,2.297,56.8,1844.0
C0033,22,2,1229.9,1127.2,2.496,2.294,57.9,1823.6
C0033,23,2,1231.0,1129.7,2.473,2.292,56.7,1805.0
C0033,24,2,1234.3,1119.2,2.49,2.305,56.5,1815.9
C0033,25,2,1228.5,1128.6,2.482,2.314,57.4,1834.8
C0033,26,2,1222.4,1130.4,2.49,2.32,58.0,1808.4
C0033,27,2,1227.7,1123.5,2.484,2.297,59.0,1796.6
C0033,28,2,1226.7,1130.0,2.512,2.313,56.2,1775.0
C0033,29,2,1229.4,1125.8,2.497,2.29,61.2,1789.9
C0033,30,2,1230.4,1147.1,2.479,2.288,60.3,1789.6
C0034,1,2,1239.4,1134.2,2.483,2.289,59.2,1813.4
C0034,2,2,1239.0,1141.3,2.458,2.313,56.3,1809.8
C0034,3,2,1239.4,1148.0,2.468,2.29,58.8,1815.5
C0034,4,2,1241.7,1132.0,2.487,2.281,57.4,1817.1
C0034,5,2,1235.8,1138.5,2.48,2.288,58.9,1793.5
C0034,6,2,1237.0,1142.5,2.474,2.312,57.8,1818.1
C0034,7,2,1233.9,1130.4,2.481,2.299,56.6,1788.7
C0034,8,2,1240.2,1130.4,2.495,2.298,56.5,1803.6
C0034,9,2,1239.3,1137.7,2.47,2.307,58.5,1802.1
C0034,10,2,1232.8,1147.6,2.5,2.285,57.0,1791.6
C0034,11,2,1240.2,1145.9,2.472,2.259,57.2,1811.3
C0034,12,2,1239.8,1146.0,2.485,2.309,60.4,1816.0
C0034,13,2,1235.9,1141.8,2.495,2.298,58.8,1811.3
C0034,14,2,1239.4,1151.2,2.48,2.298,57.6,1821.9
C0034,15,2,1239.2,1120.0,2.49,2.285,58.9,1807.4
C0034,16,2,1244.0,1138.7,2.488,2.298,57.0,1826.3
C0034,17,2,1235.3,1124.7,2.5,2.296,57.0,1831.4
C0034,18,2,1243.7,1141.5,2.469,2.297,57.7,1814.3
C0034,19,2,1240.1,1133.7,2.476,2.304,58.5,1807.6
C0034,20,2,1241.9,1138.5,2.497,2.29,59.1,1816.3
C0034,21,2,1247.1,1136.4,2.494,2.301,55.7,1810.3
C0034,22,2,1237.9,1126.9,2.487,2.309,58.1,1813.0
C0034,23,2,1233.3,1125.4,2.478,2.3,59.4,1822.1
C0034,24,2,1235.6,1122.7,2.491,2.281,58.0,1819.3
C0034,25,2,1240.9,1127.2,2.481,2.296,55.4,1797.2
C0034,26,2,1242.4,1136.3,2.492,2.281,58.3,1795.9
C0034,27,2,1236.0,1120.3,2.495,2.284,57.7,1810.6
C0034,28,2,1239.1,1137.2,2.484,2.331,57.7,1827.2
C0034,29,2,1239.8,1146.2,2.47,2.299,59.3,1817.2
C0034,30,2,1235.8,1121.5,2.465,2.319,57.1,1819.2
C0035,1,2,1231.0,1149.6,2.477,2.301,58.6,1831.9
C0035,2,2,1232.9,1150.8,2.459,2.301,57.1,1813.3
C0035,3,2,1230.9,1147.0,2.463,2.31,55.9,1823.7
C0035,4,2,1225.6,1140.7,2.469,2.296,58.2,1817.0
C0035,5,2,1232.0,1142.3,2.458,2.303,60.3,1805.8
C0035,6,2,1231.6,1137.0,2.499,2.308,59.4,1810.5
C0035,7,2,1229.3,1161.0,2.475,2.297,56.7,1809.9
C0035,8,2,1229.1,1167.3,2.484,2.324,59.0,1821.1
C0035,9,2,1232.6,1137.7,2.451,2.281,57.0,1813.0
C0035,10,2,1228.7,1142.7,2.491,2.299,57.2,1813.1
C0035,11,2,1227.3,1133.7,2.479,2.283,55.6,1797.1
C0035,12,2,1233.4,1152.6,2.446,2.298,57.6,1808.3
C0035,13,2,1234.1,1152.0,2.462,2.313,60.1,1816.9
C0035,14,2,1225.3,1163.0,2.479,2.288,59.8,1801.6
C0035,15,2,1226.3,1143.4,2.452,2.301,56.7,1801.2
C0035,16,2,1235.1,1152.2,2.477,2.307,57.1,1806.5
C0035,17,2,1232.9,1143.0,2.499,2.281,55.1,1804.1
C0035,18,2,1228.9,1151.8,2.472,2.285,57.4,1810.8
C0035,19,2,1229.2,1157.1,2.461,2.301,58.8,1808.3
C0035,20,2,1227.9,1159.6,2.486,2.29,56.8,1806.0
C0035,21,2,1232.4,1138.3,2.481,2.317,59.7,1826.1
C0035,22,2,1226.3,1155.7,2.464,2.307,59.8,1820.8
C0035,23,2,1234.5,1130.9,2.472,2.276,58.1,1811.8
C0035,24,2,1227.8,1127.1,2.48,2.27,57.2,1819.4
C0035,25,2,1229.2,1158.1,2.492,2.32,57.8,1812.4
C0035,26,2,1230.5,1153.4,2.452,2.296,58.6,1805.2
C0035,27,2,1229.3,1145.3,2.482,2.297,57.0,1816.0
C0035,28,2,1234.3,1147.5,2.479,2.288,56.2,1797.4
C0035,29,2,1228.4,1157.3,2.473,2.32,56.6,1802.8
C0035,30,2,1232.9,1140.1,2.484,2.304,59.1,1826.8
C0036,1,2,1240.3,1159.1,2.451,2.315,56.8,1841.6
C0036,2,2,1225.0,1153.8,2.469,2.295,56.8,1821.9
C0036,3,2,1233.3,1151.9,2.443,2.295,57.9,1839.1
C0036,4,2,1231.2,1153.8,2.471,2.302,58.5,1794.9
C0036,5,2,1232.4,1154.7,2.492,2.303,57.3,1850.1
C0036,6,2,1236.1,1153.2,2.473,2.283,58.8,1827.4
C0036,7,2,1234.4,1148.4,2.475,2.285,56.8,1818.6
C0036,8,2,1233.4,1151.0,2.473,2.292,56.8,1827.2
C0036,9,2,1226.7,1140.4,2.448,2.293,58.5,1820.8
C0036,10,2,1231.1,1151.8,2.474,2.294,58.6,1810.8
C0036,11,2,1232.5,1165.9,2.486,2.316,57.4,1809.5
C0036,12,2,1234.6,1158.0,2.469,2.303,57.5,1820.5
C0036,13,2,1234.4,1153.4,2.487,2.321,57.4,1837.6
C0036,14,2,1232.8,1163.4,2.473,2.297,57.6,1813.9
C0036,15,2,1229.5,1165.5,2.458,2.303,55.4,1809.9
C0036,16,2,1228.5,1153.0,2.443,2.319,57.9,1830.5
C0036,17,2,1227.8,1136.6,2.46,2.304,58.0,1830.0
C0036,18,2,1229.9,1152.0,2.467,2.318,58.7,1812.8
C0036,19,2,1234.1,1151.4,2.47,2.273,57.9,1820.1
C0036,20,2,1231.5,1159.5,2.48,2.285,57.7,1824.8
C0036,21,2,1232.1,1144.4,2.476,2.316,60.5,1809.3
C0036,22,2,1235.3,1147.6,2.49,2.318,58.0,1821.1
C0036,23,2,1228.7,1136.6,2.484,2.314,59.3,1837.9
C0036,24,2,1229.8,1143.7,2.475,2.313,59.1,1836.8
C0036,25,2,1237.3,1144.6,2.444,2.303,57.8,1831.1
C0036,26,2,1226.9,1139.3,2.448,2.327,59.8,1826.4
C0036,27,2,1227.5,1157.3,2.468,2.284,58.4,1801.5
C0036,28,2,1234.7,1143.8,2.475,2.292,57.4,1825.6
C0036,29,2,1232.0,1142.0,2.477,2.28,57.7,1804.1
C0036,30,2,1229.1,1150.1,2.475,2.309,59.8,1832.0
C0037,1,2,1233.2,1163.7,2.477,2.288,57.7,1796.5
C0037,2,2,1231.2,1151.0,2.48,2.266,58.9,1817.2
C0037,3,2,1235.2,1151.4,2.46,2.282,55.5,1816.6
C0037,4,2,1236.6,1160.0,2.48,2.302,58.1,1838.6
C0037,5,2,1232.6,1158.5,2.445,2.327,60.4,1832.0
C0037,6,2,1236.8,1184.9,2.477,2.281,58.2,1796.2
C0037,7,2,1236.4,1146.1,2.477,2.301,57.9,1833.5
C0037,8,2,1235.7,1150.9,2.457,2.302,57.7,1825.4
C0037,9,2,1233.7,1165.6,2.484,2.31,55.9,1839.8
C0037,10,2,1241.9,1148.2,2.476,2.312,58.8,1820.0
C0037,11,2,1234.7,1146.8,2.463,2.297,58.7,1795.4
C0037,12,2,1236.5,1171.3,2.45,2.289,55.7,1833.9
C0037,13,2,1243.3,1155.0,2.443,2.31,57.1,1852.7
C0037,14,2,1243.8,1163.6,2.463,2.314,58.0,1821.6
C0037,15,2,1234.5,1146.9,2.47,2.298,59.6,1829.5
C0037,16,2,1232.6,1161.0,2.446,2.312,58.1,1812.7
C0037,17,2,1234.2,1165.9,2.463,2.315,58.3,1815.5
C0037,18,2,1233.2,1160.3,2.448,2.308,55.7,1835.1
C0037,19,2,1239.8,1161.9,2.449,2.298,57.7,1826.8
C0037,20,2,1234.3,1155.1,2.456,2.306,59.1,1831.5
C0037,21,2,1238.2,1171.3,2.474,2.289,59.4,1785.8
C0037,22,2,1235.3,1164.4,2.46,2.289,57.4,1819.6
C0037,23,2,1232.0,1152.1,2.476,2.294,59.5,1827.9
C0037,24,2,1238.7,1168.2,2.474,2.284,56.8,1816.9
C0037,25,2,1234.3,1163.5,2.469,2.314,54.2,1817.1
C0037,26,2,1235.8,1154.5,2.461,2.302,58.8,1807.2
C0037,27,2,1232.8,1174.0,2.466,2.313,57.9,1819.8
C0037,28,2,1234.0,1154.8,2.466,2.329,59.1,1819.8
C0037,29,2,1234.9,1159.2,2.45,2.299,56.6,1806.1
C0037,30,2,1237.5,1164.2,2.489,2.326,57.0,1817.3
C0038,1,2,1240.4,1194.1,2.447,2.302,55.6,1829.1
C0038,2,2,1242.6,1177.2,2.453,2.313,58.7,1813.3
C0038,3,2,1240.1,1173.9,2.454,2.303,56.5,1819.8
C0038,4,2,1246.9,1158.3,2.462,2.311,57.2,1823.5
C0038,5,2,1240.6,1167.0,2.461,2.306,57.5,1827.7
C0038,6,2,1236.2,1173.5,2.458,2.288,58.2,1851.5
C0038,7,2,1234.3,1179.3,2.465,2.28,59.0,1846.4
C0038,8,2,1237.6,1162.9,2.424,2.292,58.2,1829.9
C0038,9,2,1234.2,1155.2,2.451,2.315,57.6,1844.3
C0038,10,2,1238.4,1151.3,2.465,2.309,58.4,1839.3
C0038,11,2,1236.2,1165.6,2.468,2.289,56.9,1823.5
C0038,12,2,1238.1,1173.8,2.456,2.29,57.5,1834.0
C0038,13,2,1240.6,1175.5,2.444,2.319,58.4,1830.2
C0038,14,2,1241.5,1182.0,2.443,2.31,57.3,1834.6
C0038,15,2,1233.7,1168.6,2.477,2.282,59.1,1845.9
C0038,16,2,1239.4,1169.3,2.445,2.339,58.4,1852.9
C0038,17,2,1236.8,1153.0,2.451,2.322,55.4,1820.8
C0038,18,2,1239.4,1173.9,2.46,2.318,58.9,1842.5
C0038,19,2,1242.8,1160.4,2.456,2.308,57.4,1833.1
C0038,20,2,1238.1,1155.0,2.463,2.282,57.8,1864.5
C0038,21,2,1239.9,1171.9,2.45,2.315,59.1,1849.3
C0038,22,2,1244.2,1170.9,2.463,2.31,56.1,1825.1
C0038,23,2,1238.3,1150.5,2.476,2.323,56.8,1836.7
C0038,24,2,1237.4,1163.8,2.466,2.302,58.9,1846.1
C0038,25,2,1238.8,1163.0,2.482,2.28,58.5,1823.0
C0038,26,2,1237.4,1159.6,2.454,2.317,57.1,1827.7
C0038,27,2,1236.2,1171.2,2.446,2.3,59.2,1855.9
C0038,28,2,1236.0,1160.4,2.467,2.286,58.1,1833.3
C0038,29,2,1233.2,1166.4,2.443,2.346,60.3,1842.7
C0038,30,2,1239.6,1154.9,2.432,2.288,59.3,1798.1
C0039,1,2,1241.7,1167.4,2.438,2.317,59.8,1836.1
C0039,2,2,1237.5,1174.4,2.456,2.312,56.1,1857.3
C0039,3,2,1238.0,1179.4,2.433,2.274,59.9,1834.9
C0039,4,2,1245.8,1203.4,2.459,2.3,58.9,1838.8
C0039,5,2,1237.4,1180.8,2.457,2.291,57.6,1848.4
C0039,6,2,1241.8,1167.7,2.459,2.322,56.4,1830.9
C0039,7,2,1238.6,1155.9,2.458,2.332,56.5,1845.2
C0039,8,2,1239.0,1176.5,2.451,2.314,57.4,1832.0
C0039,9,2,1242.8,1176.6,2.469,2.313,57.3,1820.2
C0039,10,2,1244.2,1177.6,2.456,2.316,57.1,1843.6
C0039,11,2,1242.7,1160.8,2.468,2.299,57.3,1802.8
C0039,12,2,1238.7,1165.4,2.438,2.287,59.4,1834.1
C0039,13,2,1243.9,1189.7,2.45,2.29,58.9,1837.0
C0039,14,2,1241.3,1181.5,2.438,2.305,59.5,1846.7
C0039,15,2,1244.2,1175.9,2.477,2.275,57.8,1837.2
C0039,16,2,1241.9,1165.7,2.437,2.316,57.7,1860.7
C0039,17,2,1243.6,1175.2,2.455,2.301,59.2,1852.0
C0039,18,2,1242.3,1181.4,2.432,2.321,58.3,1823.6
C0039,19,2,1242.4,1163.2,2.457,2.302,59.4,1834.5
C0039,20,2,1238.7,1174.2,2.46,2.287,60.4,1840.2
C0039,21,2,1245.1,1189.9,2.461,2.278,60.6,1831.0
C0039,22,2,1243.7,1162.8,2.464,2.284,57.7,1821.6
C0039,23,2,1237.6,1175.0,2.475,2.305,57.6,1849.3
C0039,24,2,1237.9,1168.5,2.467,2.305,56.0,1831.1
C0039,25,2,1242.1,1174.7,2.441,2.287,57.6,1833.0
C0039,26,2,1239.0,1170.6,2.472,2.284,59.1,1824.2
C0039,27,2,1235.6,1171.7,2.448,2.317,58.0,1846.4
C0039,28,2,1239.7,1170.5,2.45,2.301,57.9,1836.9
C0039,29,2,1239.5,1195.6,2.449,2.317,57.7,1846.4
C0039,30,2,1242.1,1172.9,2.445,2.31,58.2,1815.5
C0040,1,2,1226.8,1182.6,2.47,2.318,57.7,1849.0
C0040,2,2,1230.5,1176.1,2.444,2.295,59.0,1830.7
C0040,3,2,1228.9,1192.3,2.439,2.335,57.2,1857.1
C0040,4,2,1229.9,1175.4,2.453,2.317,55.8,1853.2
C0040,5,2,1235.4,1194.0,2.452,2.311,58.4,1859.0
C0040,6,2,1228.4,1198.4,2.461,2.316,58.8,1825.6
C0040,7,2,1230.6,1177.2,2.456,2.326,57.3,1843.0
C0040,8,2,1234.3,1174.5,2.451,2.316,59.0,1835.1
C0040,9,2,1229.7,1191.3,2.473,2.302,59.1,1859.9
C0040,10,2,1236.0,1172.1,2.459,2.293,58.6,1844.3
C0040,11,2,1230.3,1192.8,2.468,2.323,57.0,1856.4
C0040,12,2,1226.2,1183.8,2.45,2.306,58.7,1831.9
C0040,13,2,1224.5,1183.0,2.455,2.285,58.4,1850.5
C0040,14,2,1229.2,1178.8,2.445,2.308,60.6,1815.8
C0040,15,2,1226.9,1183.2,2.444,2.281,58.1,1830.8
C0040,16,2,1231.9,1191.3,2.463,2.291,56.2,1828.7
C0040,17,2,1231.7,1198.6,2.448,2.273,58.6,1847.6
C0040,18,2,1232.7,1164.3,2.45,2.291,57.9,1845.3
C0040,19,2,1226.9,1182.5,2.439,2.307,58.5,1842.6
C0040,20,2,1228.0,1186.2,2.429,2.297,57.0,1831.2
C0040,21,2,1231.3,1176.4,2.451,2.308,59.7,1850.5
C0040,22,2,1233.6,1174.9,2.464,2.334,59.0,1836.4
